Country,Series,Year,NY.GDP.PCAP.CD
Nigeria,GDP per capita (current US$),2019,2229.8586518613
Nigeria,GDP per capita (current US$),2020,2097.09247289022
North Macedonia,GDP per capita (current US$),2016,5149.58907435906
North Macedonia,GDP per capita (current US$),2017,5450.4928808666
North Macedonia,GDP per capita (current US$),2018,6108.74010831698
North Macedonia,GDP per capita (current US$),2019,6070.38805358275
North Macedonia,GDP per capita (current US$),2020,5917.26257545221
Northern Mariana Islands,GDP per capita (current US$),2016,21891.1847936355
Northern Mariana Islands,GDP per capita (current US$),2017,27584.7435149329
Northern Mariana Islands,GDP per capita (current US$),2018,22886.6740494647
Northern Mariana Islands,GDP per capita (current US$),2019,20659.6402915421
Northern Mariana Islands,GDP per capita (current US$),2020,
Norway,GDP per capita (current US$),2016,70460.5605323322
Norway,GDP per capita (current US$),2017,75496.7540581998
Norway,GDP per capita (current US$),2018,82267.809316159
Norway,GDP per capita (current US$),2019,75826.0818834173
Norway,GDP per capita (current US$),2020,67389.912047247
Oman,GDP per capita (current US$),2016,14609.9817598242
Oman,GDP per capita (current US$),2017,15127.8881927788
Oman,GDP per capita (current US$),2018,16521.2062279529
Oman,GDP per capita (current US$),2019,15343.0435000855
Oman,GDP per capita (current US$),2020,12659.7177242392
Pakistan,GDP per capita (current US$),2016,1368.42696140417
Pakistan,GDP per capita (current US$),2017,1464.9261954181
Pakistan,GDP per capita (current US$),2018,1482.21306651797
Pakistan,GDP per capita (current US$),2019,1288.55632450434
Pakistan,GDP per capita (current US$),2020,1188.85975692162
Palau,GDP per capita (current US$),2016,16835.9860029349
Palau,GDP per capita (current US$),2017,16019.9898927509
Palau,GDP per capita (current US$),2018,15895.2598961532
Palau,GDP per capita (current US$),2019,15232.4870840509
Palau,GDP per capita (current US$),2020,14243.8646915764
Panama,GDP per capita (current US$),2016,14343.9802572159
Panama,GDP per capita (current US$),2017,15146.4085115348
Panama,GDP per capita (current US$),2018,15544.9990788449
Panama,GDP per capita (current US$),2019,15774.2549406847
Panama,GDP per capita (current US$),2020,12509.8352901414
Papua New Guinea,GDP per capita (current US$),2016,2509.62963689931
Papua New Guinea,GDP per capita (current US$),2017,2695.24900855956
Papua New Guinea,GDP per capita (current US$),2018,2801.37139302915
Papua New Guinea,GDP per capita (current US$),2019,2820.30639650689
Papua New Guinea,GDP per capita (current US$),2020,2757.21752973696
Paraguay,GDP per capita (current US$),2016,5324.60906777777
Paraguay,GDP per capita (current US$),2017,5678.8699722
Paraguay,GDP per capita (current US$),2018,5782.78454981286
Paraguay,GDP per capita (current US$),2019,5380.9633218413
Paraguay,GDP per capita (current US$),2020,5001.07276045191
Peru,GDP per capita (current US$),2016,6204.9964574796
Peru,GDP per capita (current US$),2017,6710.50760214164
Peru,GDP per capita (current US$),2018,6957.79341149359
Peru,GDP per capita (current US$),2019,7027.61220697723
Peru,GDP per capita (current US$),2020,6126.87453978867
Philippines,GDP per capita (current US$),2016,3073.65468570946
Philippines,GDP per capita (current US$),2017,3123.24564174845
Philippines,GDP per capita (current US$),2018,3252.11027410024
Philippines,GDP per capita (current US$),2019,3485.3408438977
Philippines,GDP per capita (current US$),2020,3298.82958569657
Poland,GDP per capita (current US$),2016,12447.4395912808
Poland,GDP per capita (current US$),2017,13864.6817579973
Poland,GDP per capita (current US$),2018,15468.4822194105
Poland,GDP per capita (current US$),2019,15732.2031311754
Poland,GDP per capita (current US$),2020,15720.994663556
Portugal,GDP per capita (current US$),2016,19978.401214968
Portugal,GDP per capita (current US$),2017,21437.3475036794
Portugal,GDP per capita (current US$),2018,23551.0482905614
Portugal,GDP per capita (current US$),2019,23330.817288932
Portugal,GDP per capita (current US$),2020,22176.2967116929
Puerto Rico,GDP per capita (current US$),2016,30627.1634017011
Puerto Rico,GDP per capita (current US$),2017,31108.7605697675
Puerto Rico,GDP per capita (current US$),2018,31604.7015144578
Puerto Rico,GDP per capita (current US$),2019,32850.5486123592
Puerto Rico,GDP per capita (current US$),2020,32290.9211360931
Qatar,GDP per capita (current US$),2016,57162.9680117767
Qatar,GDP per capita (current US$),2017,59124.8672712073
Qatar,GDP per capita (current US$),2018,65907.9484350408
Qatar,GDP per capita (current US$),2019,62276.4286944365
Qatar,GDP per capita (current US$),2020,50124.3859361728
Romania,GDP per capita (current US$),2016,9548.58740298268
Romania,GDP per capita (current US$),2017,10807.0091671993
Romania,GDP per capita (current US$),2018,12398.9819787666
Romania,GDP per capita (current US$),2019,12899.3461112897
Romania,GDP per capita (current US$),2020,12896.0886211622
Russian Federation,GDP per capita (current US$),2016,8704.89841329594
Russian Federation,GDP per capita (current US$),2017,10720.3326583505
Russian Federation,GDP per capita (current US$),2018,11287.3552780815
Russian Federation,GDP per capita (current US$),2019,11497.6492498593
Russian Federation,GDP per capita (current US$),2020,10126.7217935297
Rwanda,GDP per capita (current US$),2016,744.760748755977
Rwanda,GDP per capita (current US$),2017,772.316989145919
Rwanda,GDP per capita (current US$),2018,783.637162814808
Rwanda,GDP per capita (current US$),2019,820.149288558594
Rwanda,GDP per capita (current US$),2020,797.855520671748
Samoa,GDP per capita (current US$),2016,4109.66322774081
Samoa,GDP per capita (current US$),2017,4258.97876710344
Samoa,GDP per capita (current US$),2018,4187.50472923664
Samoa,GDP per capita (current US$),2019,4322.86845664045
Samoa,GDP per capita (current US$),2020,4067.84345873762
San Marino,GDP per capita (current US$),2016,43828.2324609315
San Marino,GDP per capita (current US$),2017,45399.0290605549
San Marino,GDP per capita (current US$),2018,48996.592248824
San Marino,GDP per capita (current US$),2019,47731.2085399347
San Marino,GDP per capita (current US$),2020,
Sao Tome and Principe,GDP per capita (current US$),2016,1700.09799666364
Sao Tome and Principe,GDP per capita (current US$),2017,1813.80743359704
Sao Tome and Principe,GDP per capita (current US$),2018,1953.5132573676
Sao Tome and Principe,GDP per capita (current US$),2019,1987.57970166818
Sao Tome and Principe,GDP per capita (current US$),2020,2157.84044569668
Saudi Arabia,GDP per capita (current US$),2016,19878.7638365016
Saudi Arabia,GDP per capita (current US$),2017,20802.4663134648
Saudi Arabia,GDP per capita (current US$),2018,23337.0175494347
Saudi Arabia,GDP per capita (current US$),2019,23139.7979808237
Saudi Arabia,GDP per capita (current US$),2020,20110.3161924912
Senegal,GDP per capita (current US$),2016,1269.90329385985
Senegal,GDP per capita (current US$),2017,1361.70197218375
Senegal,GDP per capita (current US$),2018,1458.06909258145
Senegal,GDP per capita (current US$),2019,1430.14825900162
Senegal,GDP per capita (current US$),2020,1471.83096170711
Serbia,GDP per capita (current US$),2016,5765.20076202711
Serbia,GDP per capita (current US$),2017,6292.54362926707
Serbia,GDP per capita (current US$),2018,7252.40185773992
Serbia,GDP per capita (current US$),2019,7417.20364852201
Serbia,GDP per capita (current US$),2020,7720.51057195234
Seychelles,GDP per capita (current US$),2016,15068.6203494184
Seychelles,GDP per capita (current US$),2017,15945.2649266263
Seychelles,GDP per capita (current US$),2018,15994.8198615534
Seychelles,GDP per capita (current US$),2019,16213.4807569248
Seychelles,GDP per capita (current US$),2020,10764.4204224611
Sierra Leone,GDP per capita (current US$),2016,501.415165523953
Sierra Leone,GDP per capita (current US$),2017,496.682294873131
Sierra Leone,GDP per capita (current US$),2018,533.991533265984
Sierra Leone,GDP per capita (current US$),2019,521.754836722241
Sierra Leone,GDP per capita (current US$),2020,509.376593987322
Singapore,GDP per capita (current US$),2016,56848.1753918367
Singapore,GDP per capita (current US$),2017,61176.4563611565
Singapore,GDP per capita (current US$),2018,66679.0464899752
Singapore,GDP per capita (current US$),2019,65640.7079484985
Singapore,GDP per capita (current US$),2020,59797.7521801188
Sint Maarten (Dutch part),GDP per capita (current US$),2016,31616.6816992667
Sint Maarten (Dutch part),GDP per capita (current US$),2017,29369.0568278169
Sint Maarten (Dutch part),GDP per capita (current US$),2018,29160.1038110689
Sint Maarten (Dutch part),GDP per capita (current US$),2019,
Sint Maarten (Dutch part),GDP per capita (current US$),2020,
Slovak Republic,GDP per capita (current US$),2016,16501.0838450986
Slovak Republic,GDP per capita (current US$),2017,17494.7287902036
Slovak Republic,GDP per capita (current US$),2018,19380.5135070548
Slovak Republic,GDP per capita (current US$),2019,19303.5456581383
Slovak Republic,GDP per capita (current US$),2020,19266.5135736247
Slovenia,GDP per capita (current US$),2016,21663.643413767
Slovenia,GDP per capita (current US$),2017,23455.9447259222
Slovenia,GDP per capita (current US$),2018,26104.1027889949
Slovenia,GDP per capita (current US$),2019,25942.9547741436
Slovenia,GDP per capita (current US$),2020,25517.33066526
Solomon Islands,GDP per capita (current US$),2016,2225.48684209273
Solomon Islands,GDP per capita (current US$),2017,2332.84421585545
Solomon Islands,GDP per capita (current US$),2018,2411.86292635277
Solomon Islands,GDP per capita (current US$),2019,2344.04897615315
Solomon Islands,GDP per capita (current US$),2020,2250.6011638607
Somalia,GDP per capita (current US$),2016,295.967392639046
Somalia,GDP per capita (current US$),2017,309.054380310838
Somalia,GDP per capita (current US$),2018,314.542677978565
Somalia,GDP per capita (current US$),2019,320.03814830565
Somalia,GDP per capita (current US$),2020,313.872314979014
South Africa,GDP per capita (current US$),2016,5756.96574098804
South Africa,GDP per capita (current US$),2017,6690.93984735096
South Africa,GDP per capita (current US$),2018,7005.09541266022
South Africa,GDP per capita (current US$),2019,6624.76186493309
South Africa,GDP per capita (current US$),2020,5655.86765390396
South Sudan,GDP per capita (current US$),2016,
South Sudan,GDP per capita (current US$),2017,
South Sudan,GDP per capita (current US$),2018,
South Sudan,GDP per capita (current US$),2019,
South Sudan,GDP per capita (current US$),2020,
Spain,GDP per capita (current US$),2016,26505.3432155204
Spain,GDP per capita (current US$),2017,28100.5862419453
Spain,GDP per capita (current US$),2018,30349.7520984361
Spain,GDP per capita (current US$),2019,29555.3156985079
Spain,GDP per capita (current US$),2020,27063.1939180299
Sri Lanka,GDP per capita (current US$),2016,3886.29150165239
Sri Lanka,GDP per capita (current US$),2017,4077.04384087488
Sri Lanka,GDP per capita (current US$),2018,4059.20822984947
Sri Lanka,GDP per capita (current US$),2019,3852.26560287415
Sri Lanka,GDP per capita (current US$),2020,3680.67347661745
St. Kitts and Nevis,GDP per capita (current US$),2016,19541.1278329793
St. Kitts and Nevis,GDP per capita (current US$),2017,20384.7478810966
St. Kitts and Nevis,GDP per capita (current US$),2018,20567.4991135916
St. Kitts and Nevis,GDP per capita (current US$),2019,22046.6899120796
St. Kitts and Nevis,GDP per capita (current US$),2020,18437.7489235363
St. Lucia,GDP per capita (current US$),2016,10362.3516588778
St. Lucia,GDP per capita (current US$),2017,11034.6298496557
St. Lucia,GDP per capita (current US$),2018,11353.7152084186
St. Lucia,GDP per capita (current US$),2019,11591.0804756999
St. Lucia,GDP per capita (current US$),2020,8804.5610483134
St. Martin (French part),GDP per capita (current US$),2016,
St. Martin (French part),GDP per capita (current US$),2017,
St. Martin (French part),GDP per capita (current US$),2018,
St. Martin (French part),GDP per capita (current US$),2019,
St. Martin (French part),GDP per capita (current US$),2020,
St. Vincent and the Grenadines,GDP per capita (current US$),2016,7074.5487647385
St. Vincent and the Grenadines,GDP per capita (current US$),2017,7213.02585706279
St. Vincent and the Grenadines,GDP per capita (current US$),2018,7361.4009618002
St. Vincent and the Grenadines,GDP per capita (current US$),2019,7460.15336179271
St. Vincent and the Grenadines,GDP per capita (current US$),2020,7278.01629673695
Sudan,GDP per capita (current US$),2016,1325.15601870546
Sudan,GDP per capita (current US$),2017,1103.00002634177
Sudan,GDP per capita (current US$),2018,825.868941119235
Sudan,GDP per capita (current US$),2019,753.282174142999
Sudan,GDP per capita (current US$),2020,595.467833007679
Suriname,GDP per capita (current US$),2016,5872.78942866166
Suriname,GDP per capita (current US$),2017,6295.56056173578
Suriname,GDP per capita (current US$),2018,6938.08698147294
Suriname,GDP per capita (current US$),2019,6853.69341077988
Suriname,GDP per capita (current US$),2020,4916.60566637918
Sweden,GDP per capita (current US$),2016,51965.1571531985
Sweden,GDP per capita (current US$),2017,53791.5087298403
Sweden,GDP per capita (current US$),2018,54589.0603860606
Sweden,GDP per capita (current US$),2019,51939.4297445291
Sweden,GDP per capita (current US$),2020,52274.4087868798
Switzerland,GDP per capita (current US$),2016,83073.2800824812
Switzerland,GDP per capita (current US$),2017,83352.0886533412
Switzerland,GDP per capita (current US$),2018,86388.4049527184
Switzerland,GDP per capita (current US$),2019,85334.5194620909
Switzerland,GDP per capita (current US$),2020,87097.0364503764
Syrian Arab Republic,GDP per capita (current US$),2016,707.505266723622
Syrian Arab Republic,GDP per capita (current US$),2017,942.518915865706
Syrian Arab Republic,GDP per capita (current US$),2018,1268.23584864054
Syrian Arab Republic,GDP per capita (current US$),2019,1334.37059333293
Syrian Arab Republic,GDP per capita (current US$),2020,
Tajikistan,GDP per capita (current US$),2016,807.10258610434
Tajikistan,GDP per capita (current US$),2017,848.672379903239
Tajikistan,GDP per capita (current US$),2018,853.218873401321
Tajikistan,GDP per capita (current US$),2019,890.544402355733
Tajikistan,GDP per capita (current US$),2020,859.137961121368
Tanzania,GDP per capita (current US$),2016,966.503016569611
Tanzania,GDP per capita (current US$),2017,1004.90658838695
Tanzania,GDP per capita (current US$),2018,1042.83875856619
Tanzania,GDP per capita (current US$),2019,1085.88486100047
Tanzania,GDP per capita (current US$),2020,1076.47038455352
Thailand,GDP per capita (current US$),2016,5993.30551610045
Thailand,GDP per capita (current US$),2017,6593.81835157138
Thailand,GDP per capita (current US$),2018,7296.87960772339
Thailand,GDP per capita (current US$),2019,7817.00967118918
Thailand,GDP per capita (current US$),2020,7186.87409206525
Timor-Leste,GDP per capita (current US$),2016,1353.75493422806
Timor-Leste,GDP per capita (current US$),2017,1299.49463507231
Timor-Leste,GDP per capita (current US$),2018,1249.13835051953
Timor-Leste,GDP per capita (current US$),2019,1583.71357646622
Timor-Leste,GDP per capita (current US$),2020,1442.73073825015
Togo,GDP per capita (current US$),2016,803.1518934041
Togo,GDP per capita (current US$),2017,830.745276651438
Togo,GDP per capita (current US$),2018,901.523016898937
Togo,GDP per capita (current US$),2019,893.352454121675
Togo,GDP per capita (current US$),2020,914.950792453212
Tonga,GDP per capita (current US$),2016,4157.87724876095
Tonga,GDP per capita (current US$),2017,4513.4325306349
Tonga,GDP per capita (current US$),2018,4740.70027224476
Tonga,GDP per capita (current US$),2019,4903.01213835449
Tonga,GDP per capita (current US$),2020,4624.82344882844
Trinidad and Tobago,GDP per capita (current US$),2016,16250.6286879928
Trinidad and Tobago,GDP per capita (current US$),2017,16173.7400502023
Trinidad and Tobago,GDP per capita (current US$),2018,17037.8623561897
Trinidad and Tobago,GDP per capita (current US$),2019,16637.1629387697
Trinidad and Tobago,GDP per capita (current US$),2020,15425.6351094785
Tunisia,GDP per capita (current US$),2016,3924.36334591653
Tunisia,GDP per capita (current US$),2017,3687.77746085503
Tunisia,GDP per capita (current US$),2018,3680.89259713943
Tunisia,GDP per capita (current US$),2019,3574.65402418454
Tunisia,GDP per capita (current US$),2020,3521.59194808639
Turkey,GDP per capita (current US$),2016,10894.6033779275
Turkey,GDP per capita (current US$),2017,10589.667724687
Turkey,GDP per capita (current US$),2018,9454.34844272271
Turkey,GDP per capita (current US$),2019,9121.51516673708
Turkey,GDP per capita (current US$),2020,8536.43331960632
Turkmenistan,GDP per capita (current US$),2016,6387.68257527254
Turkmenistan,GDP per capita (current US$),2017,6587.09260439788
Turkmenistan,GDP per capita (current US$),2018,6967.37504258806
Turkmenistan,GDP per capita (current US$),2019,7612.03518009452
Turkmenistan,GDP per capita (current US$),2020,
Turks and Caicos Islands,GDP per capita (current US$),2016,28241.479293178
Turks and Caicos Islands,GDP per capita (current US$),2017,27545.1287854295
Turks and Caicos Islands,GDP per capita (current US$),2018,29553.1366979053
Turks and Caicos Islands,GDP per capita (current US$),2019,31350.8666282662
Turks and Caicos Islands,GDP per capita (current US$),2020,23879.9266491038
Tuvalu,GDP per capita (current US$),2016,3253.89953558627
Tuvalu,GDP per capita (current US$),2017,3574.06528751804
Tuvalu,GDP per capita (current US$),2018,3701.70925450693
Tuvalu,GDP per capita (current US$),2019,4055.89560959738
Tuvalu,GDP per capita (current US$),2020,4143.10975263011
Uganda,GDP per capita (current US$),2016,736.559847412133
Uganda,GDP per capita (current US$),2017,746.830752928351
Uganda,GDP per capita (current US$),2018,770.600784343292
Uganda,GDP per capita (current US$),2019,798.585734133959
Uganda,GDP per capita (current US$),2020,822.027681531666
Ukraine,GDP per capita (current US$),2016,2187.73050991433
Ukraine,GDP per capita (current US$),2017,2640.67567655839
Ukraine,GDP per capita (current US$),2018,3096.81740221352
Ukraine,GDP per capita (current US$),2019,3662.56308679667
Ukraine,GDP per capita (current US$),2020,3726.92714937055
United Arab Emirates,GDP per capita (current US$),2016,38141.8671313451
United Arab Emirates,GDP per capita (current US$),2017,40644.7911901772
United Arab Emirates,GDP per capita (current US$),2018,43839.3244866903
United Arab Emirates,GDP per capita (current US$),2019,42701.4430454782
United Arab Emirates,GDP per capita (current US$),2020,36284.5552429552
United Kingdom,GDP per capita (current US$),2016,41499.5557033073
United Kingdom,GDP per capita (current US$),2017,40857.7555829627
United Kingdom,GDP per capita (current US$),2018,43646.9519711493
United Kingdom,GDP per capita (current US$),2019,43070.4983595888
United Kingdom,GDP per capita (current US$),2020,41124.5347686731
United States,GDP per capita (current US$),2016,58021.4004997125
United States,GDP per capita (current US$),2017,60109.6557260477
United States,GDP per capita (current US$),2018,63064.4184096731
United States,GDP per capita (current US$),2019,65279.5290260953
United States,GDP per capita (current US$),2020,63413.5138584508
Uruguay,GDP per capita (current US$),2016,16715.6334746253
Uruguay,GDP per capita (current US$),2017,18690.8938401411
Uruguay,GDP per capita (current US$),2018,18703.8602924478
Uruguay,GDP per capita (current US$),2019,17688.01500769
Uruguay,GDP per capita (current US$),2020,15438.4116657291
Uzbekistan,GDP per capita (current US$),2016,2704.67718798168
Uzbekistan,GDP per capita (current US$),2017,1916.76464246779
Uzbekistan,GDP per capita (current US$),2018,1597.0683366109
Uzbekistan,GDP per capita (current US$),2019,1784.00981608195
Uzbekistan,GDP per capita (current US$),2020,1750.69711321291
Vanuatu,GDP per capita (current US$),2016,2805.66532016404
Vanuatu,GDP per capita (current US$),2017,3082.47508309466
Vanuatu,GDP per capita (current US$),2018,3125.40499918952
Vanuatu,GDP per capita (current US$),2019,3116.29775912529
Vanuatu,GDP per capita (current US$),2020,2870.08930028914
"Venezuela, RB",GDP per capita (current US$),2016,
"Venezuela, RB",GDP per capita (current US$),2017,
"Venezuela, RB",GDP per capita (current US$),2018,
"Venezuela, RB",GDP per capita (current US$),2019,
"Venezuela, RB",GDP per capita (current US$),2020,
Vietnam,GDP per capita (current US$),2016,2192.17448247545
Vietnam,GDP per capita (current US$),2017,2365.52161506114
Vietnam,GDP per capita (current US$),2018,2566.4474870063
Vietnam,GDP per capita (current US$),2019,2715.27598010995
Vietnam,GDP per capita (current US$),2020,2785.72416087603
Virgin Islands (U.S.),GDP per capita (current US$),2016,35324.9748874586
Virgin Islands (U.S.),GDP per capita (current US$),2017,35365.0693039774
Virgin Islands (U.S.),GDP per capita (current US$),2018,36448.2574929206
Virgin Islands (U.S.),GDP per capita (current US$),2019,38136.6657604365
Virgin Islands (U.S.),GDP per capita (current US$),2020,
West Bank and Gaza,GDP per capita (current US$),2016,3527.61382413178
West Bank and Gaza,GDP per capita (current US$),2017,3620.36048715937
West Bank and Gaza,GDP per capita (current US$),2018,3562.33094270256
West Bank and Gaza,GDP per capita (current US$),2019,3656.85827137011
West Bank and Gaza,GDP per capita (current US$),2020,3239.73110812657
"Yemen, Rep.",GDP per capita (current US$),2016,1152.7209657707
"Yemen, Rep.",GDP per capita (current US$),2017,964.264810541189
"Yemen, Rep.",GDP per capita (current US$),2018,758.145241569423
"Yemen, Rep.",GDP per capita (current US$),2019,
"Yemen, Rep.",GDP per capita (current US$),2020,
Zambia,GDP per capita (current US$),2016,1280.80654257604
Zambia,GDP per capita (current US$),2017,1535.19657398198
Zambia,GDP per capita (current US$),2018,1516.36837125728
Zambia,GDP per capita (current US$),2019,1305.00103080403
Zambia,GDP per capita (current US$),2020,985.132436038869
Zimbabwe,GDP per capita (current US$),2016,1464.58895715841
Zimbabwe,GDP per capita (current US$),2017,1235.18903192064
Zimbabwe,GDP per capita (current US$),2018,1254.64226494434
Zimbabwe,GDP per capita (current US$),2019,1316.74065692871
Zimbabwe,GDP per capita (current US$),2020,1214.50982023534
