Country,Series,Year,NY.GDP.PCAP.CD,country3
Afghanistan,GDP per capita (current US$),2016,512.0127781,AFG
Afghanistan,GDP per capita (current US$),2017,516.6798622,AFG
Afghanistan,GDP per capita (current US$),2018,485.6684187,AFG
Afghanistan,GDP per capita (current US$),2019,494.1793499,AFG
Afghanistan,GDP per capita (current US$),2020,516.7478708,AFG
Albania,GDP per capita (current US$),2016,4124.05539,ALB
Albania,GDP per capita (current US$),2017,4531.019374,ALB
Albania,GDP per capita (current US$),2018,5287.663694,ALB
Albania,GDP per capita (current US$),2019,5395.659532,ALB
Albania,GDP per capita (current US$),2020,5246.292306,ALB
Algeria,GDP per capita (current US$),2016,3946.452447,DZA
Algeria,GDP per capita (current US$),2017,4109.698217,DZA
Algeria,GDP per capita (current US$),2018,4142.018558,DZA
Algeria,GDP per capita (current US$),2019,3989.668276,DZA
Algeria,GDP per capita (current US$),2020,3306.858208,DZA
American Samoa,GDP per capita (current US$),2016,12038.2497,ASM
American Samoa,GDP per capita (current US$),2017,11003.82976,ASM
American Samoa,GDP per capita (current US$),2018,11521.60978,ASM
American Samoa,GDP per capita (current US$),2019,11715.36014,ASM
American Samoa,GDP per capita (current US$),2020,12844.90099,ASM
Andorra,GDP per capita (current US$),2016,37475.63506,AND
Andorra,GDP per capita (current US$),2017,38964.90448,AND
Andorra,GDP per capita (current US$),2018,41791.96984,AND
Andorra,GDP per capita (current US$),2019,40897.33087,AND
Andorra,GDP per capita (current US$),2020,,AND
Angola,GDP per capita (current US$),2016,3506.073128,AGO
Angola,GDP per capita (current US$),2017,4095.810057,AGO
Angola,GDP per capita (current US$),2018,3289.643995,AGO
Angola,GDP per capita (current US$),2019,2809.626088,AGO
Angola,GDP per capita (current US$),2020,1776.166868,AGO
Antigua and Barbuda,GDP per capita (current US$),2016,15198.74297,ATG
Antigua and Barbuda,GDP per capita (current US$),2017,15383.5764,ATG
Antigua and Barbuda,GDP per capita (current US$),2018,16679.59166,ATG
Antigua and Barbuda,GDP per capita (current US$),2019,17376.64968,ATG
Antigua and Barbuda,GDP per capita (current US$),2020,13992.74448,ATG
Argentina,GDP per capita (current US$),2016,12790.24247,ARG
Argentina,GDP per capita (current US$),2017,14613.04182,ARG
Argentina,GDP per capita (current US$),2018,11795.15939,ARG
Argentina,GDP per capita (current US$),2019,10056.63794,ARG
Argentina,GDP per capita (current US$),2020,8579.017773,ARG
Armenia,GDP per capita (current US$),2016,3591.828052,ARM
Armenia,GDP per capita (current US$),2017,3914.527854,ARM
Armenia,GDP per capita (current US$),2018,4220.540321,ARM
Armenia,GDP per capita (current US$),2019,4604.646324,ARM
Armenia,GDP per capita (current US$),2020,4266.018074,ARM
Aruba,GDP per capita (current US$),2016,28452.17061,ABW
Aruba,GDP per capita (current US$),2017,29350.80502,ABW
Aruba,GDP per capita (current US$),2018,30253.27936,ABW
Aruba,GDP per capita (current US$),2019,,ABW
Aruba,GDP per capita (current US$),2020,,ABW
Australia,GDP per capita (current US$),2016,49881.76371,AUS
Australia,GDP per capita (current US$),2017,53934.25018,AUS
Australia,GDP per capita (current US$),2018,57180.7794,AUS
Australia,GDP per capita (current US$),2019,54875.28596,AUS
Australia,GDP per capita (current US$),2020,51692.84275,AUS
Austria,GDP per capita (current US$),2016,45276.83144,AUT
Austria,GDP per capita (current US$),2017,47312.00623,AUT
Austria,GDP per capita (current US$),2018,51461.43322,AUT
Austria,GDP per capita (current US$),2019,50114.40111,AUT
Austria,GDP per capita (current US$),2020,48586.80132,AUT
Azerbaijan,GDP per capita (current US$),2016,3880.738731,AZE
Azerbaijan,GDP per capita (current US$),2017,4147.089716,AZE
Azerbaijan,GDP per capita (current US$),2018,4739.84171,AZE
Azerbaijan,GDP per capita (current US$),2019,4805.753718,AZE
Azerbaijan,GDP per capita (current US$),2020,4221.407478,AZE
"Bahamas, The",GDP per capita (current US$),2016,31732.91914,BHS
"Bahamas, The",GDP per capita (current US$),2017,32376.50917,BHS
"Bahamas, The",GDP per capita (current US$),2018,33290.02814,BHS
"Bahamas, The",GDP per capita (current US$),2019,33799.41769,BHS
"Bahamas, The",GDP per capita (current US$),2020,25194.02514,BHS
Bahrain,GDP per capita (current US$),2016,22608.45256,BHR
Bahrain,GDP per capita (current US$),2017,23742.93734,BHR
Bahrain,GDP per capita (current US$),2018,24085.95599,BHR
Bahrain,GDP per capita (current US$),2019,23551.93009,BHR
Bahrain,GDP per capita (current US$),2020,20409.9528,BHR
Bangladesh,GDP per capita (current US$),2016,1401.564635,BGD
Bangladesh,GDP per capita (current US$),2017,1563.767819,BGD
Bangladesh,GDP per capita (current US$),2018,1698.132081,BGD
Bangladesh,GDP per capita (current US$),2019,1855.740094,BGD
Bangladesh,GDP per capita (current US$),2020,1961.613749,BGD
Barbados,GDP per capita (current US$),2016,16900.04829,BRB
Barbados,GDP per capita (current US$),2017,17391.66891,BRB
Barbados,GDP per capita (current US$),2018,17745.25537,BRB
Barbados,GDP per capita (current US$),2019,18148.49785,BRB
Barbados,GDP per capita (current US$),2020,15373.8547,BRB
Belarus,GDP per capita (current US$),2016,5039.681886,BLR
Belarus,GDP per capita (current US$),2017,5785.670673,BLR
Belarus,GDP per capita (current US$),2018,6360.062473,BLR
Belarus,GDP per capita (current US$),2019,6837.717826,BLR
Belarus,GDP per capita (current US$),2020,6424.152176,BLR
Belgium,GDP per capita (current US$),2016,41984.10303,BEL
Belgium,GDP per capita (current US$),2017,44089.31009,BEL
Belgium,GDP per capita (current US$),2018,47519.5531,BEL
Belgium,GDP per capita (current US$),2019,46591.49161,BEL
Belgium,GDP per capita (current US$),2020,45159.34822,BEL
Belize,GDP per capita (current US$),2016,4856.973249,BLZ
Belize,GDP per capita (current US$),2017,4945.857699,BLZ
Belize,GDP per capita (current US$),2018,5001.422157,BLZ
Belize,GDP per capita (current US$),2019,5078.809944,BLZ
Belize,GDP per capita (current US$),2020,4115.177008,BLZ
Benin,GDP per capita (current US$),2016,1087.287331,BEN
Benin,GDP per capita (current US$),2017,1136.593872,BEN
Benin,GDP per capita (current US$),2018,1241.825298,BEN
Benin,GDP per capita (current US$),2019,1219.515506,BEN
Benin,GDP per capita (current US$),2020,1291.040972,BEN
Bermuda,GDP per capita (current US$),2016,106885.8785,BMU
Bermuda,GDP per capita (current US$),2017,111820.5815,BMU
Bermuda,GDP per capita (current US$),2018,113023.1856,BMU
Bermuda,GDP per capita (current US$),2019,117098.4463,BMU
Bermuda,GDP per capita (current US$),2020,107079.4798,BMU
Bhutan,GDP per capita (current US$),2016,2930.574923,BTN
Bhutan,GDP per capita (current US$),2017,3286.596744,BTN
Bhutan,GDP per capita (current US$),2018,3243.477437,BTN
Bhutan,GDP per capita (current US$),2019,3322.863329,BTN
Bhutan,GDP per capita (current US$),2020,3000.779327,BTN
Bolivia,GDP per capita (current US$),2016,3076.65644,BOL
Bolivia,GDP per capita (current US$),2017,3351.124344,BOL
Bolivia,GDP per capita (current US$),2018,3548.59078,BOL
Bolivia,GDP per capita (current US$),2019,3552.068143,BOL
Bolivia,GDP per capita (current US$),2020,3133.099803,BOL
Bosnia and Herzegovina,GDP per capita (current US$),2016,4994.971551,BIH
Bosnia and Herzegovina,GDP per capita (current US$),2017,5394.268944,BIH
Bosnia and Herzegovina,GDP per capita (current US$),2018,6070.349081,BIH
Bosnia and Herzegovina,GDP per capita (current US$),2019,6119.762345,BIH
Bosnia and Herzegovina,GDP per capita (current US$),2020,6079.738285,BIH
Botswana,GDP per capita (current US$),2016,6982.917492,BWA
Botswana,GDP per capita (current US$),2017,7296.092142,BWA
Botswana,GDP per capita (current US$),2018,7503.878588,BWA
Botswana,GDP per capita (current US$),2019,7203.064221,BWA
Botswana,GDP per capita (current US$),2020,6404.899932,BWA
Brazil,GDP per capita (current US$),2016,8710.06329,BRA
Brazil,GDP per capita (current US$),2017,9928.675897,BRA
Brazil,GDP per capita (current US$),2018,9151.381732,BRA
Brazil,GDP per capita (current US$),2019,8897.552966,BRA
Brazil,GDP per capita (current US$),2020,6796.844542,BRA
British Virgin Islands,GDP per capita (current US$),2016,,VGB
British Virgin Islands,GDP per capita (current US$),2017,,VGB
British Virgin Islands,GDP per capita (current US$),2018,,VGB
British Virgin Islands,GDP per capita (current US$),2019,,VGB
British Virgin Islands,GDP per capita (current US$),2020,,VGB
Brunei Darussalam,GDP per capita (current US$),2016,27158.40565,BRN
Brunei Darussalam,GDP per capita (current US$),2017,28571.60829,BRN
Brunei Darussalam,GDP per capita (current US$),2018,31628.47626,BRN
Brunei Darussalam,GDP per capita (current US$),2019,31085.96193,BRN
Brunei Darussalam,GDP per capita (current US$),2020,27442.95383,BRN
Bulgaria,GDP per capita (current US$),2016,7569.478815,BGR
Bulgaria,GDP per capita (current US$),2017,8366.293221,BGR
Bulgaria,GDP per capita (current US$),2018,9446.700772,BGR
Bulgaria,GDP per capita (current US$),2019,9879.268533,BGR
Bulgaria,GDP per capita (current US$),2020,10079.20338,BGR
Burkina Faso,GDP per capita (current US$),2016,688.2506963,BFA
Burkina Faso,GDP per capita (current US$),2017,734.996268,BFA
Burkina Faso,GDP per capita (current US$),2018,804.5005378,BFA
Burkina Faso,GDP per capita (current US$),2019,796.1152068,BFA
Burkina Faso,GDP per capita (current US$),2020,857.9327297,BFA
Burundi,GDP per capita (current US$),2016,260.5652208,BDI
Burundi,GDP per capita (current US$),2017,253.8263541,BDI
Burundi,GDP per capita (current US$),2018,238.783467,BDI
Burundi,GDP per capita (current US$),2019,228.2135892,BDI
Burundi,GDP per capita (current US$),2020,238.9907259,BDI
Cabo Verde,GDP per capita (current US$),2016,3130.998753,CPV
Cabo Verde,GDP per capita (current US$),2017,3289.902203,CPV
Cabo Verde,GDP per capita (current US$),2018,3616.464537,CPV
Cabo Verde,GDP per capita (current US$),2019,3603.775241,CPV
Cabo Verde,GDP per capita (current US$),2020,3064.272388,CPV
Cambodia,GDP per capita (current US$),2016,1269.591499,KHM
Cambodia,GDP per capita (current US$),2017,1385.260066,KHM
Cambodia,GDP per capita (current US$),2018,1512.126989,KHM
Cambodia,GDP per capita (current US$),2019,1643.121389,KHM
Cambodia,GDP per capita (current US$),2020,1543.669258,KHM
Cameroon,GDP per capita (current US$),2016,1413.255957,CMR
Cameroon,GDP per capita (current US$),2017,1469.4475,CMR
Cameroon,GDP per capita (current US$),2018,1585.240534,CMR
Cameroon,GDP per capita (current US$),2019,1533.095688,CMR
Cameroon,GDP per capita (current US$),2020,1537.130218,CMR
Canada,GDP per capita (current US$),2016,42315.60371,CAN
Canada,GDP per capita (current US$),2017,45129.35644,CAN
Canada,GDP per capita (current US$),2018,46454.74339,CAN
Canada,GDP per capita (current US$),2019,46326.67264,CAN
Canada,GDP per capita (current US$),2020,43258.17632,CAN
Cayman Islands,GDP per capita (current US$),2016,78471.62873,CYM
Cayman Islands,GDP per capita (current US$),2017,81513.16302,CYM
Cayman Islands,GDP per capita (current US$),2018,86059.73922,CYM
Cayman Islands,GDP per capita (current US$),2019,91392.64259,CYM
Cayman Islands,GDP per capita (current US$),2020,85082.52686,CYM
Central African Republic,GDP per capita (current US$),2016,402.1916451,CAF
Central African Republic,GDP per capita (current US$),2017,450.9006579,CAF
Central African Republic,GDP per capita (current US$),2018,475.9538139,CAF
Central African Republic,GDP per capita (current US$),2019,467.9080323,CAF
Central African Republic,GDP per capita (current US$),2020,492.7958712,CAF
Chad,GDP per capita (current US$),2016,693.4497674,TCD
Chad,GDP per capita (current US$),2017,665.9488849,TCD
Chad,GDP per capita (current US$),2018,726.1510071,TCD
Chad,GDP per capita (current US$),2019,709.5400432,TCD
Chad,GDP per capita (current US$),2020,659.270045,TCD
Chile,GDP per capita (current US$),2016,13753.59215,CHL
Chile,GDP per capita (current US$),2017,14998.81706,CHL
Chile,GDP per capita (current US$),2018,15888.14436,CHL
Chile,GDP per capita (current US$),2019,14741.7144,CHL
Chile,GDP per capita (current US$),2020,13231.70421,CHL
China,GDP per capita (current US$),2016,8094.363367,CHN
China,GDP per capita (current US$),2017,8816.986905,CHN
China,GDP per capita (current US$),2018,9905.342004,CHN
China,GDP per capita (current US$),2019,10143.83817,CHN
China,GDP per capita (current US$),2020,10434.77519,CHN
Colombia,GDP per capita (current US$),2016,5870.777957,COL
Colombia,GDP per capita (current US$),2017,6376.706716,COL
Colombia,GDP per capita (current US$),2018,6729.583332,COL
Colombia,GDP per capita (current US$),2019,6424.979492,COL
Colombia,GDP per capita (current US$),2020,5334.556042,COL
Comoros,GDP per capita (current US$),2016,1273.050952,COM
Comoros,GDP per capita (current US$),2017,1323.814843,COM
Comoros,GDP per capita (current US$),2018,1428.290463,COM
Comoros,GDP per capita (current US$),2019,1401.542312,COM
Comoros,GDP per capita (current US$),2020,1420.661747,COM
"Congo, Dem. Rep.",GDP per capita (current US$),2016,471.3188225,COD
"Congo, Dem. Rep.",GDP per capita (current US$),2017,467.0742317,COD
"Congo, Dem. Rep.",GDP per capita (current US$),2018,560.8073582,COD
"Congo, Dem. Rep.",GDP per capita (current US$),2019,580.7168706,COD
"Congo, Dem. Rep.",GDP per capita (current US$),2020,543.9503925,COD
"Congo, Rep.",GDP per capita (current US$),2016,2050.993415,COG
"Congo, Rep.",GDP per capita (current US$),2017,2169.991504,COG
"Congo, Rep.",GDP per capita (current US$),2018,2606.615331,COG
"Congo, Rep.",GDP per capita (current US$),2019,2369.729494,COG
"Congo, Rep.",GDP per capita (current US$),2020,1846.131297,COG
Costa Rica,GDP per capita (current US$),2016,12011.22275,CRI
Costa Rica,GDP per capita (current US$),2017,12225.57449,CRI
Costa Rica,GDP per capita (current US$),2018,12485.4239,CRI
Costa Rica,GDP per capita (current US$),2019,12693.82796,CRI
Costa Rica,GDP per capita (current US$),2020,12140.85415,CRI
Cote d'Ivoire,GDP per capita (current US$),2016,2013.381448,CIV
Cote d'Ivoire,GDP per capita (current US$),2017,2111.026557,CIV
Cote d'Ivoire,GDP per capita (current US$),2018,2314.050958,CIV
Cote d'Ivoire,GDP per capita (current US$),2019,2276.332394,CIV
Cote d'Ivoire,GDP per capita (current US$),2020,2325.723705,CIV
Croatia,GDP per capita (current US$),2016,12527.73986,HRV
Croatia,GDP per capita (current US$),2017,13629.28959,HRV
Croatia,GDP per capita (current US$),2018,15227.5601,HRV
Croatia,GDP per capita (current US$),2019,15311.7669,HRV
Croatia,GDP per capita (current US$),2020,14134.16268,HRV
Cuba,GDP per capita (current US$),2016,8060.796598,CUB
Cuba,GDP per capita (current US$),2017,8541.213686,CUB
Cuba,GDP per capita (current US$),2018,8824.194008,CUB
Cuba,GDP per capita (current US$),2019,9125.878679,CUB
Cuba,GDP per capita (current US$),2020,9477.852873,CUB
Curacao,GDP per capita (current US$),2016,19555.36585,CUW
Curacao,GDP per capita (current US$),2017,19457.53152,CUW
Curacao,GDP per capita (current US$),2018,19630.89349,CUW
Curacao,GDP per capita (current US$),2019,19701.27038,CUW
Curacao,GDP per capita (current US$),2020,16745.72431,CUW
Cyprus,GDP per capita (current US$),2016,24605.92083,CYP
Cyprus,GDP per capita (current US$),2017,26444.07438,CYP
Cyprus,GDP per capita (current US$),2018,29089.47133,CYP
Cyprus,GDP per capita (current US$),2019,28288.46158,CYP
Cyprus,GDP per capita (current US$),2020,26623.80089,CYP
Czech Republic,GDP per capita (current US$),2016,18575.23203,CZE
Czech Republic,GDP per capita (current US$),2017,20636.19995,CZE
Czech Republic,GDP per capita (current US$),2018,23419.73561,CZE
Czech Republic,GDP per capita (current US$),2019,23660.14881,CZE
Czech Republic,GDP per capita (current US$),2020,22932.22497,CZE
Denmark,GDP per capita (current US$),2016,54663.99837,DNK
Denmark,GDP per capita (current US$),2017,57610.09818,DNK
Denmark,GDP per capita (current US$),2018,61591.92887,DNK
Denmark,GDP per capita (current US$),2019,59775.7351,DNK
Denmark,GDP per capita (current US$),2020,61063.31643,DNK
Djibouti,GDP per capita (current US$),2016,2802.166204,DJI
Djibouti,GDP per capita (current US$),2017,2914.358197,DJI
Djibouti,GDP per capita (current US$),2018,3141.861711,DJI
Djibouti,GDP per capita (current US$),2019,3414.916178,DJI
Djibouti,GDP per capita (current US$),2020,3425.484176,DJI
Dominica,GDP per capita (current US$),2016,8080.968623,DMA
Dominica,GDP per capita (current US$),2017,7274.517731,DMA
Dominica,GDP per capita (current US$),2018,7687.462963,DMA
Dominica,GDP per capita (current US$),2019,8516.280039,DMA
Dominica,GDP per capita (current US$),2020,7003.859021,DMA
Dominican Republic,GDP per capita (current US$),2016,7280.88361,DOM
Dominican Republic,GDP per capita (current US$),2017,7609.353275,DOM
Dominican Republic,GDP per capita (current US$),2018,8050.644076,DOM
Dominican Republic,GDP per capita (current US$),2019,8282.117131,DOM
